price,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,maximum_nights_avg_ntm,availability_60,availability_365,number_of_reviews,number_of_reviews_l30d,review_scores_rating,review_scores_checkin,review_scores_location,instant_bookable,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,num_host_verif,num_amenities,is_private_bath,room_type2,host_years,last_review_date,region,num_proximity,local_host
115,109,521,0,0,0,1,1,33.98209,-118.38494,2,2,3,30,730,730,0,207,2,0,80,6,10,0,0,0,0.02,8,24,0,4,12.40821918,4.526027397,Westside,335,0
75,2708,3008,100,100,1,2,1,34.09768,-118.34602,1.5,1,1,30,366,1125,30,335,27,1,97,10,10,1,2,0,0.35,7,40,0,2,12.18630137,0.131506849,Central L.A.,2197,1
155,2732,3041,92,50,0,2,1,34.00475,-118.48127,1,1,1,1,180,180,60,365,21,0,94,9,10,0,1,0,0.18,8,17,1,2,12.18356164,0.907103825,Westside,1808,0
70,5729,9171,89,94,1,8,1,33.9875,-118.432,1,1,1,30,1125,1125,53,358,230,0,95,10,10,0,3,0,1.69,9,20,0,2,11.72054795,0.619178082,Westside,1203,1
135,5843,9171,89,94,1,8,1,33.9875,-118.432,1,2,2,30,90,90,30,97,128,0,93,10,10,0,3,0,1.12,9,31,0,4,11.72054795,0.254794521,Westside,1203,1
73,6931,3008,100,100,1,2,1,34.09521,-118.34801,1.5,1,2,30,366,1125,40,344,22,1,97,10,10,1,2,0,0.16,7,37,0,2,12.18630137,0.167123288,Central L.A.,2217,1
122,8770,26996,0,80,1,1,0,33.99399,-118.45637,1,0,2,3,22,22,0,200,401,0,94,10,10,0,0,0,3.02,4,23,0,4,11.33972603,0.745901639,Westside,1894,0
85,9376,30319,100,100,1,2,1,33.99638,-118.47734,1,1,1,30,730,730,28,333,47,0,94,10,10,0,1,0,0.35,9,21,0,2,11.29589041,0.754098361,Westside,1856,1
74,10760,38596,0,0,0,1,1,34.05437,-118.35641,2,1,2,30,1125,1125,58,87,45,0,99,10,10,0,1,0,0.34,6,32,0,2,11.19178082,1.438356164,Central L.A.,1193,1
195,11511,40884,100,100,1,2,0,34.11479,-118.32289,1,1,1,30,365,365,0,295,7,0,97,10,10,0,0,0,0.05,3,24,0,4,11.16438356,5.279452055,Central L.A.,1655,1
70,11877,30484,90,42,1,3,1,33.99753,-118.47226,1,0,2,30,150,150,5,5,45,0,96,10,10,0,1,0,0.41,4,25,0,4,11.29315068,1.030136986,Westside,1928,1
155,12320,47757,0,67,1,1,0,34.05864,-118.34352,1,2,3,30,120,120,0,0,10,0,98,10,10,0,0,0,0.38,4,34,0,4,11.08767123,0.841530055,Central L.A.,1147,0
284,14098,55411,100,94,1,12,1,34.11959,-118.32056,1,1,1,5,365,365,0,0,27,0,99,10,10,0,0,0,0.23,6,19,0,4,11.01369863,0.745901639,Central L.A.,1363,1
425,14107,55422,100,0,0,5,1,33.99025,-118.45374,2,3,4,31,120,120,60,365,30,0,96,10,10,0,0,0,0.24,8,38,0,4,11.01369863,2.331506849,Westside,1822,0
123,15089,59169,100,72,1,3,1,34.04244,-118.3522,1,1,1,3,365,365,38,343,70,0,96,10,10,0,0,0,0.52,9,30,0,4,10.97814208,0.312328767,Central L.A.,920,1
282,18041,69546,90,82,0,3,1,33.99179,-118.45056,2,3,0,2,21,21,0,0,3,0,100,10,10,0,0,0,0.25,10,33,0,4,10.86612022,0.24109589,Westside,1855,0
214,18067,69546,90,82,0,3,1,33.99065,-118.44962,1,2,2,2,21,21,0,0,51,0,87,9,9,0,0,0,0.48,10,37,0,4,10.86612022,0.197260274,Westside,1857,0
75,19887,75052,100,100,1,2,1,34.08362,-118.28309,1,1,1,30,365,365,60,365,253,0,97,10,10,0,1,0,1.95,5,13,1,2,10.81693989,0.312328767,Central L.A.,1522,1
124,20585,77857,100,94,1,1,1,33.98012,-118.4649,1,1,1,3,15,15,0,41,484,2,98,10,10,0,0,0,3.75,5,23,0,4,10.79781421,0.136986301,Westside,1592,1
199,20786,55411,100,94,1,12,1,34.11939,-118.32044,1,1,1,5,90,90,23,53,33,3,99,10,10,0,0,0,0.32,6,15,0,4,11.01369863,0.098630137,Central L.A.,1378,1
171,22355,55411,100,94,1,12,1,34.11821,-118.32178,1,1,1,4,99,99,34,63,44,3,98,10,10,0,0,0,0.35,6,17,0,4,11.01369863,0.139726027,Central L.A.,1471,1
110,23363,91335,100,97,0,1,0,34.10312,-118.25778,1,0,1,3,30,1125,37,37,171,2,93,10,10,0,0,0,1.54,3,20,0,4,10.70410959,0.131506849,Central L.A.,939,1
294,23925,95543,98,93,1,8,1,34.00416,-118.46602,1,1,1,3,90,90,16,123,113,1,98,10,10,1,0,0,1.67,5,18,0,4,10.68493151,0.175342466,Westside,2049,1
178,23979,55411,100,94,1,12,1,34.11861,-118.32019,1,1,1,4,355,355,38,68,26,0,98,10,10,0,0,0,0.2,6,17,0,4,11.01369863,0.309589041,Central L.A.,1430,1
130,24030,96147,75,0,0,1,1,33.98798,-118.47301,1,1,1,30,365,365,0,0,280,0,97,10,10,0,0,0,5.46,4,22,0,4,10.68219178,0.74863388,Westside,1713,1
370,24626,100027,100,72,0,2,1,34.04123,-118.45497,2.5,3,3,3,30,1125,60,365,4,1,90,10,10,0,0,0,1.22,7,43,0,4,10.65753425,0.164383562,Westside,973,1
96,25670,107370,90,25,0,2,1,34.04727,-118.44058,1,1,1,1,1125,1125,51,356,18,0,88,10,10,0,0,0,0.16,4,34,0,4,10.61643836,1.175342466,Westside,895,1
135,25672,107473,60,51,0,1,1,34.08044,-118.29805,1,0,1,30,60,60,60,90,221,0,94,10,10,0,0,0,1.74,5,34,0,4,10.61643836,0.378082192,Central L.A.,1586,1
264,28529,55411,100,94,1,12,1,34.12021,-118.32229,1,2,2,30,1125,1125,46,92,26,0,98,10,10,0,0,0,0.21,6,23,0,4,11.01369863,1.893442623,Central L.A.,1361,1
100,30725,132239,100,50,1,1,1,34.01142,-118.47957,1,1,1,30,365,365,53,358,67,0,99,10,10,0,1,0,0.53,5,18,1,2,10.49863014,0.762295082,Westside,1692,0
90,31237,134109,0,0,0,1,1,34.10313,-118.28628,1.5,1,2,30,60,60,60,365,186,0,98,10,10,0,1,0,1.5,6,13,0,2,10.49041096,2.128767123,Central L.A.,1262,1
175,32963,142776,100,94,1,5,1,33.99335,-118.44387,1,2,2,2,30,1125,0,116,133,1,98,10,10,0,0,0,1.18,6,17,0,4,10.45205479,0.082191781,Westside,1843,1
66,33399,140939,100,71,1,4,1,34.00095,-118.43381,2,1,1,1,1125,1125,60,365,97,0,92,10,10,0,3,0,0.83,7,26,0,2,10.46027397,0.334246575,Westside,1088,1
188,33447,144837,100,86,1,1,1,34.01282,-118.8053,1,1,1,2,200,200,0,30,332,0,99,10,10,0,0,0,2.66,5,38,0,4,10.44109589,0.690410959,Santa Monica Mountains,45,0
275,37298,55411,100,94,1,12,1,34.11265,-118.32149,0,1,1,30,180,180,47,93,3,0,100,10,10,0,0,0,0.03,6,31,0,4,11.01369863,8.471232877,Central L.A.,1730,1
75,37466,161668,0,0,0,2,1,34.05827,-118.34061,1,1,1,31,365,365,0,0,30,0,99,10,10,0,2,0,0.27,4,26,0,2,10.37534247,1.463013699,Central L.A.,1139,1
48,40667,175264,100,60,0,1,0,34.04034,-118.38207,1.5,1,2,30,180,180,60,365,12,0,86,10,9,0,1,0,0.11,4,20,0,2,10.34520548,2.249315068,Central L.A.,906,1
46,43318,156094545,0,0,0,25,0,34.04828,-118.23605,11,1,1,2,365,365,52,357,84,0,87,10,9,0,20,0,0.68,2,27,0,2,3.082191781,0.290410959,Central L.A.,985,0
130,44062,192939,100,100,1,3,1,34.09179,-118.33111,1,1,2,32,240,1125,0,0,100,0,93,10,9,0,1,0,0.86,5,41,0,4,10.29863014,0.885245902,Central L.A.,2265,1
135,45417,50231247,100,99,1,9,1,34.09466,-118.27569,1,1,3,30,180,180,1,66,148,0,98,10,10,0,0,0,1.22,6,23,0,4,4.980874317,0.684931507,Central L.A.,1301,0
150,46853,75052,100,100,1,2,1,34.08556,-118.28338,1,1,1,30,365,365,60,365,263,0,98,10,10,0,1,0,2.17,5,17,0,4,10.81693989,0.252054795,Central L.A.,1537,1
275,46858,210344,100,92,1,2,1,34.01277,-118.4083,2,3,3,4,30,30,4,283,138,1,97,10,10,0,0,0,1.18,6,34,0,4,10.25205479,0.15890411,Westside,676,0
350,47537,215462,53,96,0,5,1,34.02956,-118.75532,1,1,0,2,365,365,58,363,148,0,97,10,10,0,4,0,1.33,6,37,0,2,10.23835616,0.21369863,Santa Monica Mountains,50,0
100,47794,217470,0,0,0,1,0,33.99355,-118.44284,1,1,1,2,730,730,0,0,3,0,100,10,10,0,1,0,0.04,4,6,0,2,10.23287671,5.180821918,Westside,1820,1
110,50005,49391,100,88,0,1,0,34.09596,-118.34985,1,1,1,5,730,730,14,44,114,0,95,10,10,0,0,0,0.93,4,29,0,4,11.06849315,0.197260274,Central L.A.,2189,0
109,51498,236758,100,81,0,1,1,34.00581,-118.44356,1,0,1,30,365,365,60,365,307,0,95,10,10,0,0,0,2.51,4,36,0,4,10.18630137,0.238356164,Westside,1403,1
100,51546,237114,100,60,1,1,1,34.11893,-118.32189,1,1,2,31,365,365,60,365,180,1,98,10,10,0,0,0,1.49,4,50,0,4,10.18630137,0.145205479,Central L.A.,1442,1
99,52642,243695,0,0,0,1,1,34.08976,-118.26954,1,1,1,1,7,7,0,0,6,0,96,10,10,0,1,0,0.05,6,21,1,2,10.16712329,1.547945205,Central L.A.,1216,1
141,52871,245280,100,100,1,1,1,34.06197,-118.39887,1,1,2,3,27,27,7,77,107,0,98,10,10,0,0,0,0.92,7,24,0,4,10.16164384,0.268493151,Westside,868,1
189,53579,239712,97,100,0,9,1,34.01357,-118.49539,1,1,2,30,365,365,59,364,146,0,89,9,10,1,3,0,1.2,4,24,0,3,10.17808219,0.882513661,Westside,1097,0
135,53945,239905,0,0,0,1,1,34.06132,-118.3703,1,1,1,31,90,90,60,365,142,0,96,10,10,0,0,0,1.19,4,24,0,4,10.17534247,1.608219178,Central L.A.,1419,1
125,54829,257925,100,100,1,3,0,34.00061,-118.46353,1,1,2,2,29,1125,1,265,589,2,98,10,10,1,0,0,5.1,4,30,0,4,10.12054795,0.136986301,Westside,1992,1
94,55590,262696,0,86,0,1,1,34.07517,-118.26623,1,1,1,2,7,7,0,0,124,0,97,10,10,0,1,0,1.03,4,11,1,2,10.10684932,3.315068493,Central L.A.,1449,1
50,60940,294390,67,0,0,3,1,34.05076,-118.30677,1,1,1,30,90,90,60,179,6,0,96,10,9,0,2,0,0.05,5,15,0,2,10.00547945,2.539726027,Central L.A.,877,1
417,61578,298123,100,62,1,3,1,33.99201,-118.4699,2,2,2,30,152,152,33,324,23,0,98,10,10,0,0,0,0.24,6,17,0,4,9.99726776,1.065753425,Westside,1820,1
131,63416,309512,100,53,1,4,1,34.11547,-118.32416,1,1,1,1,365,365,58,363,107,1,100,10,10,0,3,0,0.9,7,9,0,2,9.969945355,0.17260274,Central L.A.,1623,1
395,66796,162151,100,100,1,1,0,34.11661,-118.28776,1,1,1,3,10,10,38,64,47,1,100,10,10,1,0,0,0.4,3,22,0,4,10.37534247,0.112328767,Central L.A.,797,1
85,67672,334198,100,94,1,5,0,34.04055,-118.4748,1,1,1,31,93,93,33,298,38,0,96,10,10,0,0,0,0.34,4,21,0,4,9.887978142,0.684931507,Westside,838,0
421,67792,334952,90,72,0,3,0,34.08177,-118.38747,3,3,3,31,365,365,0,267,10,2,98,10,10,0,0,0,0.1,4,25,0,4,9.885245902,0.150684932,Central L.A.,1220,0
89,69838,351521,100,98,0,1,0,34.03853,-118.33628,1,1,2,30,90,90,56,352,597,0,96,10,10,0,1,0,5.1,3,35,1,2,9.849726776,0.210958904,Central L.A.,758,1
70,71514,366343,0,83,1,3,1,34.04978,-118.39745,1,1,2,30,365,365,39,344,136,0,98,10,10,0,1,0,1.16,6,21,1,2,9.819672131,0.567123288,Westside,910,1
55,71972,159716,0,0,1,1,1,34.03045,-118.40618,1,1,1,30,210,210,60,180,7,0,97,9,10,1,1,0,0.11,7,37,0,2,10.38356164,1.287671233,Westside,645,1
49,72186,230943,100,100,0,3,1,34.04079,-118.30837,1.5,1,1,4,15,15,54,326,28,0,97,10,9,1,1,0,0.24,5,28,0,2,10.20273973,0.320547945,Central L.A.,776,1
75,75512,161668,0,0,0,2,1,34.05832,-118.34105,1,1,1,31,365,365,60,365,17,0,97,10,10,0,2,0,0.15,4,24,0,2,10.37534247,4.142465753,Central L.A.,1141,1
92,76561,403838,100,90,1,3,1,33.98604,-118.36024,1,0,5,2,18,1125,28,55,612,4,96,10,10,0,0,0,5.25,9,42,0,4,9.75136612,0.147945205,South L.A.,359,1
125,79502,428171,100,88,1,4,1,34.08333,-118.27951,1,1,1,31,150,150,54,359,286,0,96,10,10,0,0,0,2.49,9,32,0,4,9.715068493,0.208219178,Central L.A.,1511,1
119,80714,436647,100,60,1,1,1,34.05966,-118.35402,1,1,3,30,60,60,32,298,181,0,99,10,10,0,0,0,1.55,6,22,0,4,9.704109589,0.660273973,Central L.A.,1277,1
90,80734,436865,100,100,1,1,1,34.10805,-118.34111,1,1,1,31,730,1125,0,0,110,0,97,10,10,0,0,0,1.25,5,29,0,4,9.704109589,1.093150685,Central L.A.,1973,1
80,81480,334198,100,94,1,5,0,34.04043,-118.47367,1,1,0,31,730,730,46,351,26,0,94,10,10,0,0,0,0.23,4,17,0,4,9.887978142,1.271232877,Westside,829,0
95,85246,466662,0,0,0,2,1,34.05456,-118.36349,1,1,1,30,190,190,50,354,21,0,99,10,10,1,2,0,0.18,10,23,1,2,9.660273973,3.397260274,Central L.A.,1273,1
125,86674,428171,100,88,1,4,1,34.08365,-118.27848,1,1,1,30,155,155,40,343,264,1,96,10,10,0,0,0,2.36,9,30,0,4,9.715068493,0.128767123,Central L.A.,1489,1
105,90986,491953,0,0,0,1,1,34.03954,-118.34113,1,1,1,180,365,365,60,365,1,0,80,10,6,0,0,0,0.01,7,4,0,4,9.630136986,9.509589041,Central L.A.,821,1
145,93359,239712,97,100,0,9,1,34.0136,-118.49553,1,1,1,30,365,365,22,327,187,0,88,9,9,1,3,0,1.62,4,21,0,3,10.17808219,0.770491803,Westside,1083,0
60,94178,503691,70,0,0,1,1,34.0695,-118.25361,2,1,0,30,120,120,52,357,19,0,98,10,10,0,0,0,0.17,5,17,0,4,9.616438356,1.22739726,Central L.A.,1452,1
550,97354,486261,0,0,0,1,1,34.03908,-118.49247,2,3,3,330,365,365,53,358,18,0,98,10,10,0,0,0,0.16,4,17,0,4,9.635616438,3.893442623,Westside,818,0
75,99962,508888,67,100,0,2,1,34.10816,-118.33433,1.5,1,1,30,300,300,26,331,14,0,93,10,9,0,2,0,0.21,5,19,0,2,9.610958904,0.945355191,Central L.A.,1963,1
100,101702,532541,100,95,1,3,1,34.07237,-118.26332,1,0,1,30,365,1125,28,305,217,0,97,10,10,1,0,0,1.9,5,12,0,4,9.583561644,0.230136986,Central L.A.,1512,1
94,106061,550078,100,100,0,2,1,34.08767,-118.26424,1,1,1,30,365,365,0,290,190,0,94,10,10,0,0,0,1.65,4,34,0,4,9.561643836,1.610958904,Central L.A.,1127,1
80,113253,576425,100,0,0,1,1,34.04891,-118.37121,1,1,1,30,365,365,53,358,12,0,92,9,10,0,1,0,0.19,5,33,0,2,9.539726027,1.093150685,Central L.A.,1209,1
175,114203,579779,50,17,0,2,1,34.09659,-118.36843,1,1,1,30,180,180,30,334,26,0,99,10,10,0,0,0,0.23,4,31,0,4,9.536986301,1.112328767,Central L.A.,1820,1
110,124199,619518,96,87,0,1,0,34.06547,-118.40422,2,2,2,3,1125,1125,16,317,47,0,96,10,10,0,0,0,0.41,3,33,0,4,9.501369863,0.221917808,Westside,799,0
90,127766,523903,100,100,1,4,1,34.09028,-118.24981,1,0,2,28,1000,1000,28,333,10,0,96,10,10,0,0,0,0.11,6,32,0,4,9.594520548,0.246575342,Central L.A.,932,1
75,130915,644202,100,76,0,1,1,34.13097,-118.70429,3.5,1,3,1,730,730,0,204,305,2,96,10,10,0,1,0,3.04,4,13,0,2,9.484931507,0.109589041,Santa Monica Mountains,19,0
86,131174,648867,98,100,1,4,1,34.02665,-118.51691,1,1,1,1,30,1125,15,260,237,5,93,10,10,0,1,0,3.28,9,30,0,4,9.482191781,0.101369863,Westside,539,0
110,131557,78804,90,92,1,5,1,34.08008,-118.25654,1,1,1,30,365,365,0,295,78,0,94,10,9,0,0,0,0.7,7,21,0,4,10.78961749,0.389041096,Central L.A.,1138,1
95,134553,592405,98,100,0,7,1,34.09728,-118.61736,1,1,1,1,14,14,39,344,321,1,90,10,10,1,0,0,3.62,5,19,0,4,9.523287671,0.123287671,Santa Monica Mountains,150,0
42,135608,156094545,0,0,0,25,0,34.04827,-118.23603,11,0,1,2,365,365,0,0,90,0,92,10,10,0,20,0,0.92,2,27,0,2,3.082191781,0.210958904,Central L.A.,984,0
146,137215,523903,100,100,1,4,1,34.08916,-118.2489,2,2,3,28,1124,1124,0,0,20,0,99,10,9,0,0,0,1.03,6,31,0,4,9.594520548,0.887978142,Central L.A.,950,1
125,138211,674917,100,33,0,0,0,34.03493,-118.4629,1,1,2,31,91,91,53,358,520,0,95,10,10,0,0,0,4.62,5,34,0,4,9.463013699,1.405479452,Westside,887,1
120,143210,694988,100,80,1,2,1,34.09942,-118.2764,1,1,1,30,365,365,0,237,82,0,97,10,10,0,2,0,0.72,9,15,0,2,9.446575342,1.575342466,Central L.A.,1221,1
90,152333,465624,100,89,0,1,1,34.0779,-118.35738,1,2,5,30,365,365,0,0,92,0,81,9,10,0,0,0,0.82,5,26,0,4,9.660273973,1.58630137,Central L.A.,2102,1
325,153412,737626,25,67,0,0,1,33.98498,-118.46717,1,2,2,30,90,90,60,89,61,0,94,10,10,0,0,0,0.55,8,26,0,4,9.419178082,1.024657534,Westside,1689,0
90,160142,744026,100,67,1,1,1,34.08451,-118.60353,1,0,1,6,30,30,0,0,100,1,98,10,10,0,0,0,1.63,4,29,0,4,9.41369863,0.126027397,Santa Monica Mountains,118,0
127,160288,592405,98,100,0,7,1,34.09619,-118.61773,1,1,2,1,14,1125,44,344,367,9,94,10,10,1,0,0,3.27,5,17,0,4,9.523287671,0.15890411,Santa Monica Mountains,149,0
138,164889,592405,98,100,0,7,1,34.09787,-118.61616,1,1,2,1,14,1125,0,0,180,5,96,9,9,1,0,0,9.98,5,16,0,4,9.523287671,0.120547945,Santa Monica Mountains,150,0
45,164946,156094545,0,0,0,25,0,34.04827,-118.23603,11,1,1,1,365,365,0,224,50,0,85,9,9,0,20,0,0.45,2,26,0,2,3.082191781,1.265753425,Central L.A.,984,0
165,165978,294812,100,75,0,8,1,34.06824,-118.346,2,2,2,30,730,730,60,365,19,0,92,10,10,0,0,0,0.21,5,31,0,4,10.00273973,1.323287671,Central L.A.,1527,0
119,167057,309512,100,53,1,4,1,34.11404,-118.32423,1,1,1,1,365,365,58,363,16,0,100,10,10,0,3,0,0.14,7,10,0,2,9.969945355,3.087671233,Central L.A.,1682,1
89,171239,816926,75,100,1,2,1,34.09375,-118.33632,1,1,1,3,180,180,31,151,345,0,98,10,10,0,2,0,3.08,7,37,0,2,9.364383562,0.717808219,Central L.A.,2278,1
369,172193,821698,0,0,0,1,1,34.00612,-118.80914,1,1,2,2,3,3,60,365,1,0,80,10,10,0,1,0,0.04,6,8,0,2,9.35890411,2.071232877,Santa Monica Mountains,42,0
195,172707,523903,100,100,1,4,1,34.08913,-118.24896,1,1,2,5,1124,1124,0,0,21,0,99,10,10,0,0,0,0.26,6,41,0,4,9.594520548,0.767759563,Central L.A.,950,1
160,179373,858852,0,0,0,1,1,34.11119,-118.3193,1,1,2,30,30,30,60,90,19,0,96,10,10,0,0,0,0.17,5,28,0,4,9.336986301,1.898907104,Central L.A.,1760,1
195,180926,866997,100,100,1,1,1,34.07263,-118.89666,1,1,1,2,28,28,47,76,43,4,98,10,10,0,0,0,0.38,6,24,0,4,9.331506849,0.117808219,Santa Monica Mountains,8,0
150,181430,869641,100,0,0,0,1,34.03504,-118.47191,1,2,2,29,90,90,9,314,16,0,96,9,9,0,0,0,0.14,5,22,0,4,9.331506849,6.194520548,Westside,990,0
130,181511,870087,100,50,0,1,1,34.10071,-118.24998,1,1,3,30,365,365,50,355,33,0,99,10,10,0,0,0,0.3,6,28,0,4,9.328767123,0.260273973,Central L.A.,832,1
125,184314,884031,0,0,0,2,1,33.97703,-118.46318,1,1,1,30,30,30,0,0,30,0,98,10,10,1,0,0,0.27,11,18,0,4,9.323287671,2.915300546,Westside,1539,1
270,187526,215462,53,96,0,5,1,34.03036,-118.7569,1,1,1,2,365,365,58,363,163,0,96,10,10,0,4,0,1.61,6,38,0,2,10.23835616,0.194520548,Santa Monica Mountains,49,0
45,190160,476379,100,52,1,2,0,34.07103,-118.25152,1.5,1,1,30,300,300,0,186,39,0,95,10,10,0,1,0,0.44,5,32,0,2,9.646575342,0.526027397,Central L.A.,1354,1
59,194809,946246,0,100,0,1,1,34.02559,-118.40626,1,1,1,30,186,1125,0,0,23,0,88,9,9,1,0,0,0.21,9,15,0,4,9.290410959,1.030136986,Westside,599,1
97,196410,78804,90,92,1,5,1,34.08201,-118.25491,1,1,1,30,365,365,43,43,58,0,96,10,9,0,0,0,0.53,7,20,0,4,10.78961749,1.164383562,Central L.A.,1066,1
133,197756,964494,100,100,1,1,1,34.08618,-118.27651,1,1,2,30,120,1125,28,333,131,1,94,10,10,0,0,0,1.19,6,35,0,4,9.279452055,0.142465753,Central L.A.,1437,1
70,198613,969656,100,33,0,1,1,34.08716,-118.34408,1,1,1,31,180,180,0,0,20,0,99,10,10,0,0,0,0.27,4,33,0,4,9.276712329,2.189041096,Central L.A.,2317,1
120,203991,231825,0,0,0,2,0,34.03385,-118.46148,1,1,1,30,120,120,60,365,3,0,93,9,9,0,0,0,0.05,4,26,0,4,10.19726027,3.320547945,Westside,898,0
115,206662,33861,100,25,0,1,1,34.10417,-118.34541,1,1,2,31,45,45,53,83,91,0,97,10,10,0,0,0,0.85,6,23,0,4,11.24657534,0.690410959,Central L.A.,2124,1
340,210489,76111,0,0,0,4,1,34.05455,-118.39302,3,3,5,31,210,210,58,267,14,0,91,10,9,0,1,0,0.18,6,39,0,4,10.80874317,1.254794521,Westside,970,1
68,210855,1032538,100,79,0,1,1,34.02454,-118.48734,1,1,1,2,14,14,55,55,308,0,91,10,10,0,1,0,2.78,5,25,1,2,9.235616438,0.219178082,Westside,1015,0
85,211070,1089381,100,91,0,2,1,34.12377,-118.35512,1,1,1,30,60,60,0,0,66,0,98,10,10,0,2,0,0.62,4,29,1,2,9.232876712,0.693150685,Central L.A.,1146,1
170,212140,50231247,100,99,1,9,1,34.09339,-118.27742,1,2,3,30,362,362,5,23,89,0,98,10,10,0,0,0,0.82,6,42,0,4,4.980874317,1.090410959,Central L.A.,1362,0
135,212142,50231247,100,99,1,9,1,34.09593,-118.27719,1,1,2,30,180,180,2,3,64,0,98,10,10,0,0,0,0.59,6,39,0,4,4.980874317,1.060273973,Central L.A.,1303,0
105,214533,1036375,89,100,1,1,1,34.096,-118.34867,1,1,1,33,90,90,36,236,3,0,100,10,10,0,0,0,0.11,6,29,0,4,9.235616438,1.553424658,Central L.A.,2179,1
168,215161,1111042,88,90,1,3,1,33.97556,-118.46439,1,1,1,30,180,1125,32,337,230,0,98,10,10,1,0,0,2.12,5,38,0,4,9.216438356,0.315068493,Westside,1486,0
66,217666,799408,100,91,0,1,1,34.07661,-118.35425,1,1,2,30,185,185,2,240,74,0,96,10,10,0,0,0,0.68,7,42,0,4,9.37260274,0.230136986,Central L.A.,2050,1
147,217971,1126652,100,100,1,4,1,34.02853,-118.5157,1,1,3,2,365,1125,29,256,38,1,97,10,10,1,2,0,0.49,4,13,0,4,9.210958904,0.150684932,Westside,552,0
980,218672,465624,100,89,0,1,1,34.03725,-118.62819,2,2,5,7,365,365,59,364,222,0,84,9,10,0,0,0,2.02,5,21,0,4,9.660273973,0.534246575,Santa Monica Mountains,57,1
62,221502,1149254,0,0,0,2,1,34.06455,-118.29592,1.5,1,2,30,760,760,0,0,30,0,98,10,9,0,2,0,0.28,5,32,0,2,9.197260274,1.41369863,Central L.A.,1264,1
742,222200,1124533,100,92,1,5,1,33.99302,-118.4606,2.5,5,9,3,1125,1125,52,357,52,4,96,10,10,0,0,0,0.52,7,26,0,4,9.210958904,0.175342466,Westside,1869,1
92,229209,798894,100,95,1,3,1,34.0513,-118.42043,1,1,1,84,100,100,60,89,124,0,95,10,10,0,1,0,1.13,6,40,0,2,9.375342466,0.93715847,Westside,799,1
88,229799,3392276,100,77,0,40,1,34.04708,-118.43596,1,1,2,30,360,360,0,0,40,0,97,10,10,0,0,0,2.54,8,33,0,4,8.24109589,0.517808219,Westside,893,1
60,232085,1214218,0,80,0,3,1,34.10316,-118.29973,1,1,1,30,180,180,0,206,12,0,67,9,9,0,0,0,0.11,5,28,0,4,9.156164384,0.836065574,Central L.A.,1541,1
66,237188,140939,100,71,1,4,1,34.00093,-118.43386,2,1,1,1,365,365,39,344,41,0,97,10,10,0,3,0,0.45,7,26,0,2,10.46027397,0.257534247,Westside,1089,1
279,237985,1247886,100,100,1,4,1,33.99475,-118.45821,1,1,0,31,90,90,60,179,168,0,98,10,10,0,0,0,2.65,10,32,0,4,9.136986301,1.008219178,Westside,1911,1
899,237988,1247886,100,100,1,4,1,33.99568,-118.45674,2.5,2,5,30,1125,1125,59,89,101,0,99,10,10,0,0,0,1.59,10,38,0,4,9.136986301,1.060273973,Westside,1931,1
124,239032,1027744,100,85,0,1,0,34.10071,-118.59235,1,1,3,30,60,60,56,229,209,0,96,10,10,0,0,0,2.31,4,33,0,4,9.24109589,0.230136986,Santa Monica Mountains,145,1
130,244472,811624,100,100,1,1,1,33.9872,-118.42887,1,1,1,31,365,365,0,0,70,0,99,10,10,0,0,0,1.35,7,33,0,4,9.367123288,1.082191781,Westside,991,1
66,245682,1171857,0,0,0,0,0,34.11742,-118.78489,1,1,1,3,21,21,0,0,81,0,98,10,10,0,1,0,0.78,5,22,1,2,9.183561644,2.126027397,Santa Monica Mountains,13,0
75,246092,526513,0,100,0,2,0,34.08066,-118.25268,1,1,1,33,365,365,1,297,16,0,99,10,9,0,0,0,0.15,5,5,0,4,9.591780822,0.260273973,Central L.A.,1052,0
70,247898,1299321,100,92,1,7,1,34.11633,-118.27342,1,1,1,30,90,1125,32,332,159,0,98,10,10,1,4,0,1.46,6,42,0,2,9.104109589,0.690410959,Central L.A.,681,1
155,254259,1335578,100,97,1,1,0,34.00406,-118.45594,1,1,1,2,28,1125,0,277,429,0,98,10,10,1,0,0,3.95,3,18,0,4,9.079452055,0.695890411,Westside,1936,1
899,254844,1338512,96,100,1,1,0,34.0884,-118.42726,2.5,2,0,3,365,365,53,358,153,3,93,10,10,0,0,0,1.52,3,29,0,4,9.076712329,0.136986301,Westside,179,1
144,255656,1343997,100,98,0,6,1,34.10336,-118.32366,1,1,2,6,325,1125,47,352,21,0,90,10,10,1,0,0,0.21,5,33,0,4,9.073972603,0.684931507,Central L.A.,2024,1
169,255701,1343997,100,98,0,6,1,34.10336,-118.32366,1,2,3,6,360,1125,38,343,26,0,82,9,9,1,0,0,0.24,5,19,0,4,9.073972603,0.712328767,Central L.A.,2024,1
67,256092,1335671,100,75,1,3,1,34.08176,-118.2691,1,0,1,31,365,365,0,206,16,0,99,10,9,0,0,0,0.15,4,27,0,4,9.079452055,0.208219178,Central L.A.,1344,1
