"","longitude","latitude","price","region","xgrid","est_price"
"4942",-118.3944,34.01841,179,"Westside",-118.394995919732,172.68508334418
"4943",-118.32681,33.97126,120,"South L.A.",-118.327592909699,136.913763840428
"4944",-118.29659,34.05268,97,"Central L.A.",-118.297935585284,114.503934492473
"4945",-118.31399,33.98012,50,"South L.A.",-118.314112307692,123.126791503837
"4946",-118.32009,34.11192,85,"Central L.A.",-118.319504548495,128.790291379342
"4947",-118.38313,34.05856,85,"Westside",-118.384211438127,177.406167366144
"4948",-118.46298,34.06702,200,"Westside",-118.462398929766,188.758559601514
"4949",-118.31222,33.93257,75,"South L.A.",-118.311416187291,120.535243910334
"4950",-118.47433,34.01883,118,"Westside",-118.473183411371,188.822695487647
"4951",-118.3182,34.02903,97,"South L.A.",-118.319504548495,128.790291379342
"4952",-118.33272,34.1004,123,"Central L.A.",-118.332985150502,141.390127383678
"4953",-118.2972,34.10136,80,"Central L.A.",-118.297935585284,114.503934492473
"4954",-118.48982,34.02171,216,"Westside",-118.489360133779,182.900643844375
"4955",-118.38535,33.98182,125,"Westside",-118.384211438127,177.406167366144
"4956",-118.39634,34.02751,70,"Westside",-118.394995919732,172.68508334418
"4957",-118.41202,33.98927,160,"Westside",-118.41117264214,159.039280571304
"4958",-118.24803,34.06023,200,"Central L.A.",-118.246709297659,142.042746240275
"4959",-118.37011,34.10449,424,"Central L.A.",-118.37073083612,171.781892378976
"4960",-118.33952,34.11926,680,"Central L.A.",-118.338377391304,145.152244145963
"4961",-118.34056,34.06041,657,"Central L.A.",-118.341073511706,146.888766558123
"4962",-118.45632,33.98731,479,"Westside",-118.457006688963,186.839495145944
"4963",-118.2668,34.08032,99,"Central L.A.",-118.265582140468,141.555212346078
"4964",-118.35408,34.06673,40,"Central L.A.",-118.354554113712,156.590043146206
"4965",-118.35569,34.04019,65,"Central L.A.",-118.354554113712,156.590043146206
"4966",-118.35691,34.08036,89,"Central L.A.",-118.357250234114,159.001307505173
"4967",-118.25071,34.04937,92,"Central L.A.",-118.24940541806,143.068879413705
"4968",-118.43747,34.05259,59,"Westside",-118.438133846154,170.816709571125
"4969",-118.39338,34.05701,194,"Westside",-118.392299799331,174.545020972037
"4970",-118.40256,34.09613,141,"Westside",-118.403084280936,165.578232257215
"4971",-118.40877,34.02716,50,"Westside",-118.408476521739,160.896071417492
"4972",-118.34393,34.1,87,"Central L.A.",-118.343769632107,148.616382566372
"4973",-118.36017,34.06816,100,"Central L.A.",-118.359946354515,161.55917047292
"4974",-118.3825,34.07247,199,"Central L.A.",-118.381515317726,177.306089393316
"4975",-118.34757,34.09845,110,"Central L.A.",-118.346465752508,150.400891662143
"4976",-118.38259,34.05917,100,"Westside",-118.381515317726,177.306089393316
"4977",-118.37899,34.06516,999,"Westside",-118.378819197324,176.657720553744
"4978",-118.27945,34.08489,99,"Central L.A.",-118.279062742475,129.733970675488
"4979",-118.37897,33.98103,149,"Westside",-118.378819197324,176.657720553744
"4980",-118.35095,34.06094,175,"Central L.A.",-118.351857993311,154.355320537339
"4981",-118.35029,34.06728,479,"Central L.A.",-118.34916187291,152.299677215617
"4982",-118.3435,34.00097,52,"South L.A.",-118.343769632107,148.616382566372
"4983",-118.31174,34.04896,85,"Central L.A.",-118.311416187291,120.535243910334
"4984",-118.31924,34.05672,70,"Central L.A.",-118.319504548495,128.790291379342
"4985",-118.35916,34.06196,240,"Central L.A.",-118.359946354515,161.55917047292
"4986",-118.35608,34.04069,60,"Central L.A.",-118.357250234114,159.001307505173
"4987",-118.34355,34.10068,199,"Central L.A.",-118.343769632107,148.616382566372
"4988",-118.18777,34.03763,40,"Eastside",-118.187394648829,99.9109573279656
"4989",-118.47223,34.04986,299,"Westside",-118.473183411371,188.822695487647
"4990",-118.28621,34.09291,129,"Central L.A.",-118.287151103679,120.936915295607
